,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,artist,song
18638,0.775,0.825,-5.402,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,6gj08XDlv9Duc2fPOxUmVD,182667,Meghan Trainor,Lips Are Movin
18639,0.677,0.485,-5.795,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,7795WJLVKJoAyVoOtCWqXN,239317,Sam Smith,I'm Not The Only One
18640,0.376,0.821,-3.974,0.104,0.0785,0.0,0.0823,0.331,120.462,5zUQZjVB6bfewBXWqsP9PY,199453,Alessia Cara,Here
18641,0.721,0.802,-5.797,0.0583,0.0921,0.0,0.694,0.724,124.022,2bJvI42r8EF3wxjOuDav4r,229360,Pitbull,Time of Our Lives
18642,0.76,0.703,-5.412,0.054,0.103,0.0,0.0913,0.57,95.997,1u8c2t2Cy7UBoG4ArRcF5g,231827,Taylor Swift,Blank Space
18643,0.736,0.761,-5.449,0.0338,0.0966,0.0,0.0823,0.114,119.999,7cgu4JBW3hq1GwTM1ilkKQ,238427,Tove Lo,Talking Body
18644,0.832,0.631,-6.19,0.0736,0.585,0.000892,0.0838,0.836,125.038,296PjsKqEiCQVXbqcaNGVT,208543,Justin Bieber,What Do You Mean?
18645,0.508,0.677,-5.696,0.0656,0.328,0.0,0.0491,0.575,121.928,0sQLhT32E9ZG2zn5iYR6nN,227280,R. City,Locked Away (feat. Adam Levine)
18649,0.667,0.613,-5.353,0.0344,0.403,0.0,0.115,0.47,91.024,6vSforRhuzsA0D0SO9fG1S,194453,Charlie Puth,One Call Away
18650,0.73,0.703,-5.672,0.0369,0.109,0.0,0.0657,0.595,138.113,2K87XMYnUMqLcX3zvtAF4G,192120,One Direction,Drag Me Down
18651,0.596,0.73,-4.091,0.151,0.24,0.0,0.325,0.525,85.979,285HeuLxsngjFn4GGegGNm,192560,David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)"
18652,0.585,0.564,-7.063,0.0515,0.0671,0.0,0.135,0.137,113.003,7fBv7CLKzipRk6EC6TWHOB,242253,The Weeknd,The Hills
18661,0.672,0.593,-4.01,0.0304,0.0223,0.0,0.214,0.438,98.02,6ZANrVuAMp2rpjhfbOuJly,229080,Selena Gomez,Same Old Love
18662,0.63,0.53,-7.259,0.0434,0.4,0.0,0.177,0.417,108.038,2YlZnw2ikdb837oKMKjBkW,225053,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend)
18663,0.588,0.791,-5.595,0.0402,0.00245,0.00258,0.118,0.487,94.933,0ug5NqcwcFR2xrfTkc7k8e,231000,Taylor Swift,Style
18664,0.792,0.625,-5.609,0.0536,0.00776,0.0018,0.329,0.37,103.967,1zi7xx7UVEFkmKfv06H8x0,173987,Drake,One Dance
18668,0.609,0.378,-9.828,0.438,0.835,0.0,0.28,0.515,100.418,50kpGaPAhYJ3sGmk6vplg0,233720,Justin Bieber,Love Yourself
18669,0.578,0.43,-6.134,0.0305,0.33,0.0,0.0854,0.288,78.991,1Yk0cQdMLx5RzzFTYwmuld,295502,Adele,Hello
18673,0.748,0.524,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01,7BKLCZ1jbUBVqRi2FVlTVw,244960,The Chainsmokers,Closer
18674,0.592,0.8,-4.931,0.215,0.0561,2.01e-06,0.0775,0.728,89.972,6b3b7lILUJqXcp6w9wNQSm,224813,Sia,Cheap Thrills (feat. Sean Paul)
18675,0.669,0.832,-5.721,0.0682,0.0106,0.0,0.0968,0.7,113.035,1WkMMavIMc4JZ8cfMmxHkI,237547,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")"
18676,0.818,0.803,-4.282,0.0797,0.034,0.0,0.153,0.632,106.97,6b8Be6ljOzmkOmFslEb23P,225983,Bruno Mars,24K Magic
18677,0.725,0.534,-6.238,0.0946,0.0752,0.0,0.0919,0.558,91.974,72TFWvU3wUYdUuxejTTIzt,219320,Rihanna,Work
18681,0.734,0.637,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,3CRDbSIZ4r5MsZ0YwxuEkn,202333,Twenty One Pilots,Stressed Out
18685,0.774,0.753,-5.446,0.0517,0.152,0.0,0.0371,0.896,119.002,76hfruVvmfQbw0eYn1nmeC,219147,DNCE,Cake By The Ocean
18686,0.765,0.473,-5.829,0.0514,0.287,0.0,0.391,0.34,119.992,5kqIPrATaCc2LqxVWzQGbk,237300,Lukas Graham,7 Years
18687,0.688,0.702,-4.792,0.0499,0.0215,0.0,0.128,0.74,94.006,3jomjC6H7YQBRr2CHPtc4y,192191,Flo Rida,My House
18688,0.803,0.631,-4.213,0.0444,0.102,7.39e-06,0.0858,0.659,104.999,1JsUAmsjNz6oGuRTFG93qH,216575,Fifth Harmony,Work from Home (feat. Ty Dolla $ign)
18689,0.679,0.587,-7.015,0.276,0.141,6.35e-06,0.137,0.486,186.003,7MXVkk9YMctZqd1Srtv4MB,230453,The Weeknd,Starboy
18693,0.65,0.736,-5.84,0.229,0.0513,0.0,0.235,0.612,159.174,44ONERBHALxftQNWq6dmyd,226160,Ariana Grande,Side To Side
18694,0.756,0.674,-6.518,0.0959,0.0184,0.0,0.158,0.389,111.995,40YcuQysJ0KlGQTeGUosTC,251467,G-Eazy,"Me, Myself & I"
18695,0.573,0.739,-5.74,0.129,0.0285,0.0,0.111,0.451,97.085,0wI7QkCcs8FUQE1OkXUIqd,230240,Alessia Cara,Scars To Your Beautiful
18696,0.444,0.819,-4.078,0.341,0.106,0.0,0.107,0.747,82.695,3QGsuHI8jO1Rx4JWLUh9jd,187973,Shawn Mendes,Treat You Better
18700,0.584,0.7,-4.275,0.0456,0.117,0.0,0.0939,0.438,124.944,0PDUDa38GO8lMxLCRc4lL1,202747,ZAYN,PILLOWTALK
18701,0.608,0.798,-5.092,0.0432,0.0736,0.0,0.156,0.501,92.943,6Bjtr3tPdto5nyuLYf61sN,185352,Major Lazer,Cold Water (feat. Justin Bieber & MØ)
18702,0.645,0.713,-5.355,0.0393,0.00835,0.0,0.113,0.566,74.989,2Z8WuEywRWYTKe1NybPQEW,214507,Twenty One Pilots,Ride
18703,0.654,0.76,-3.669,0.045,0.0797,0.0,0.299,0.41,99.945,09CtPGIpYB4BrO8qb1RGsF,200787,Justin Bieber,Sorry
18707,0.728,0.616,-4.238,0.0645,0.378,0.0,0.105,0.508,99.962,4Ce37cRWvM1vIGGynKcs22,181880,Hailee Steinfeld,Starving
18708,0.532,0.869,-5.094,0.172,0.157,0.00508,0.136,0.422,159.803,1i1fxkWeaMmKEB4T7zqbzK,208373,The Chainsmokers,Don't Let Me Down
18709,0.6,0.412,-9.343,0.344,0.615,0.0025,0.134,0.408,113.049,6ZSO7kPn8IMJFymyticbJO,225882,Kiiara,Gold
18710,0.632,0.702,-5.92,0.148,0.0114,0.0,0.108,0.523,162.958,7K5dzhGda2vRTaAWYI3hrb,215414,P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")"
18711,0.583,0.732,-5.728,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,6v4F5IaKUITBPzt2wztoiZ,213428,Zara Larsson,Never Forget You
18712,0.631,0.927,-2.787,0.0332,0.199,0.119,0.148,0.465,123.962,0azC730Exh71aQlOt9Zj3y,222160,Calvin Harris,This Is What You Came For
18716,0.688,0.533,-8.363,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,563SfWAHJs4FBZMkRN0IFN,223079,Adele,Send My Love (To Your New Lover)
18720,0.546,0.311,-10.396,0.0288,0.818,1.65e-05,0.107,0.246,147.464,40EB7ABUO6MoWMUwPKptJ7,260533,James Bay,Let It Go
18721,0.662,0.602,-5.369,0.0401,0.0529,0.0,0.356,0.29,133.969,3nef5W8jTkXrOKgCu4kmq7,235947,Ariana Grande,Dangerous Woman
18722,0.557,0.803,-3.599,0.213,0.0124,1.61e-06,0.737,0.657,92.134,0l0CvurVUrr2w3Jj1hOVFc,213507,Meghan Trainor,NO
18723,0.732,0.396,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,6i0V12jOa3mr6uu4WYhUBr,195920,Twenty One Pilots,Heathens
18724,0.677,0.401,-8.467,0.0308,0.712,0.0,0.116,0.195,111.825,0qvzXomUDJVaUboy2wMfiS,232852,Niall Horan,This Town
18725,0.728,0.563,-8.053,0.134,0.621,0.0,0.179,0.352,100.017,68EMU2RD1ECNeOeJ5qAXCV,217707,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez)
18729,0.846,0.734,-3.601,0.108,0.286,8.27e-05,0.425,0.717,90.98,6ZtiywT2Qm50a1uR0jlY35,207761,Daya,"Sit Still, Look Pretty"
18730,0.825,0.652,-3.183,0.0802,0.581,0.0,0.0931,0.931,95.977,7qiZfU4dY1lWllzX7mPBI3,233713,Ed Sheeran,Shape of You
18731,0.926,0.703,-6.337,0.103,0.0659,0.0,0.231,0.485,125.022,6KBYefIoo7KydImq1uUQlL,223713,Cardi B,Bodak Yellow
18732,0.765,0.523,-4.333,0.03,0.184,3.56e-05,0.132,0.394,104.988,1rfofaqEpACxVEHIZBJe6W,217307,Camila Cabello,Havana (feat. Young Thug)
18733,0.671,0.672,-3.094,0.0688,0.0329,0.0,0.118,0.632,97.979,1OAh8uOEOvTDqkKFsKksCi,204173,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller)
18737,0.853,0.56,-4.961,0.0406,0.013,0.0,0.0944,0.86,134.066,0KKkJNfGyhkQ5aFogxQAPU,206693,Bruno Mars,That's What I Like
18741,0.908,0.621,-6.638,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,7KXjTSCq5nL1LoYtL7XAwS,177000,Kendrick Lamar,HUMBLE.
18750,0.617,0.635,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,6RUKPb4LETWmmr3iAEQktW,247160,The Chainsmokers,Something Just Like This
18751,0.736,0.795,-3.299,0.0545,0.498,1.21e-06,0.254,0.511,104.066,7tr2za8SQg2CI8EDgrdtNl,230813,Calvin Harris,Slide (feat. Frank Ocean & Migos)
18752,0.69,0.622,-5.025,0.0622,0.253,0.0,0.116,0.544,102.04,6uBhi9gBXWjanegOb2Phh0,210091,Zedd,Stay
18761,0.706,0.643,-6.929,0.234,0.0242,0.0,0.262,0.885,143.931,0yvPEnB032fojLfVluFjUv,203760,Demi Lovato,Sorry Not Sorry
18765,0.866,0.813,-4.063,0.0554,0.38,0.0,0.0779,0.969,121.998,7JJmb5XwzOO8jgpou264Ml,199440,Shawn Mendes,There's Nothing Holdin' Me Back
18769,0.775,0.613,-4.586,0.0542,0.109,2.33e-05,0.134,0.797,100.066,5cF0dROlMOK5uNZtivgu50,208787,Charlie Puth,Attention
18770,0.735,0.425,-6.648,0.0464,0.011,0.0,0.055,0.848,85.896,2cOUlop2ZakjOKe4WinesN,188174,Niall Horan,Slow Hands
18771,0.734,0.442,-8.432,0.0557,0.0594,1.63e-05,0.213,0.0973,117.967,2y5aJvzXhHPA94U5GFAcXe,245653,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker)
18772,0.516,0.595,-4.63,0.0313,0.0275,0.0,0.109,0.222,119.972,5Ohxk2dO5COHF1krpoPigN,340707,Harry Styles,Sign of the Times
18773,0.874,0.497,-5.484,0.0562,0.22,0.0,0.0761,0.542,106.023,4Ro98RCK90oHqqSZUnTFq5,204502,Liam Payne,Strip That Down
18774,0.783,0.61,-6.124,0.0696,0.343,0.0,0.0983,0.418,100.047,5o3GnrcFtvkdf3zFznuSbA,214265,Maroon 5,Don't Wanna Know (feat. Kendrick Lamar)
18775,0.774,0.687,-4.818,0.0584,0.0179,1.17e-05,0.128,0.308,104.959,4ipnJyDU3Lq15qBAYNqlqK,189440,J Balvin,Mi Gente
18776,0.773,0.819,-5.946,0.118,0.428,0.0,0.0679,0.585,92.987,3dhjNA0jGA8vHBQ1VdD6vV,269187,The Weeknd,I Feel It Coming
18777,0.763,0.72,-5.181,0.0691,0.00261,1.11e-05,0.114,0.592,116.01,4LihUZcWy0B6lGLqcJ8u9B,212000,Dua Lipa,New Rules
18778,0.509,0.637,-4.83,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,5oO3drDxtziYU2H1X23ZIp,224000,Rihanna,Love On The Brain
18779,0.732,0.458,-7.225,0.0311,0.447,0.0,0.136,0.661,98.938,7mldq42yDuxiUNn08nvzHO,165387,Sam Hunt,Body Like A Back Road
18780,0.543,0.39,-7.202,0.0322,0.489,0.0,0.111,0.303,73.415,0jdny0dhgjUwoIp5GkqEaA,230267,Kesha,Praying
18781,0.801,0.795,-5.115,0.0504,0.0417,0.000113,0.0717,0.754,79.028,6QgjcU0zLnzq5OrUoSZ3OK,163253,Portugal. The Man,Feel It Still
18782,0.736,0.449,-11.462,0.425,0.33,0.000162,0.0898,0.326,80.126,152lZdxL1OR0ZMW6KquMif,219080,Khalid,Location
18783,0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,1zB4vmk8tFRmM9UULNzbLB,187147,Imagine Dragons,Thunder
18784,0.67,0.585,-4.861,0.0354,0.107,1.11e-06,0.131,0.447,110.03,7i2DJ88J7jQ8K7zqFX2fW8,214802,Halsey,Now Or Never
18785,0.555,0.662,-4.952,0.0827,0.125,0.0,0.111,0.356,148.128,0AS63m1wHv9n4VVRizK6Hc,208733,Shawn Mendes,Mercy
18786,0.461,0.834,-4.868,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,6PCUP3dWmTjcTtXY02oFdT,261154,Ed Sheeran,Castle on the Hill
18787,0.62,0.574,-7.788,0.0479,0.569,0.0,0.19,0.357,100.023,5tz69p7tJuGPeMGwNTxYuV,250173,Logic,1-800-273-8255
18788,0.893,0.745,-3.105,0.0571,0.0642,0.0,0.0943,0.872,101.018,5bcTCxgc7xVfSaMV3RuVke,223413,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)"
18789,0.766,0.709,-6.471,0.123,0.204,1.41e-05,0.126,0.506,128.07,1P17dC1amhFzptugyAO7Il,211853,Taylor Swift,Look What You Made Me Do
18790,0.72,0.763,-4.068,0.0523,0.406,0.0,0.18,0.742,101.965,5knuzwU65gJK7IF5yJsuaW,251088,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie)
18791,0.491,0.588,-6.177,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608,0Qh38w01QRXK6KHIv0e3hb,269600,P!nk,What About Us
18792,0.59,0.833,-6.503,0.0615,0.0142,5.4e-06,0.105,0.538,94.963,2DRMuw0U0QbkVQxWxdJV3M,240439,Adele,Water Under the Bridge
18793,0.562,0.8,-5.404,0.112,0.0814,0.0,0.199,0.471,95.029,7qvxFz3JodM0A7xEM7k3YD,237733,Katy Perry,Chained To The Rhythm
18794,0.358,0.557,-7.398,0.059,0.695,0.0,0.0902,0.494,85.043,5uCax9HTNlzGybIStD3vDh,211467,James Arthur,Say You Won't Let Go
18795,0.717,0.653,-5.634,0.0658,0.229,0.0,0.101,0.412,106.966,3e9HZxeyfWwjeyPAMmWSSQ,207320,Ariana Grande,"thank u, next"
18799,0.56,0.68,-7.648,0.321,0.555,0.0,0.116,0.319,89.391,0d2iYfpKoM0QCKvcLCkBao,173800,benny blanco,Eastside (with Halsey & Khalid)
18800,0.816,0.726,-3.998,0.129,0.099,0.0,0.372,0.65,136.048,58q2HKrzhC3ozto2nDdN4z,253390,Cardi B,I Like It
18801,0.753,0.657,-3.061,0.0449,0.171,0.0,0.112,0.437,107.01,09IStsImFySgyp0pIQdqAc,184732,Zedd,The Middle
18805,0.71,0.789,-3.874,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,7uzmGiiJyRfuViKKK3lVmR,131064,Bazzi,Mine
18806,0.752,0.488,-7.05,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,5p7ujcrUXASCNwRaWNHR1C,201661,Halsey,Without Me
18807,0.602,0.658,-5.934,0.0558,0.0233,6e-05,0.237,0.268,145.031,5OCJzvD7sykQEKHH7qAC3C,197547,Ariana Grande,God is a woman
18808,0.68,0.578,-5.804,0.04,0.331,0.0,0.135,0.341,145.038,7dt6x5M1jzdTEt8oCbisTK,231267,Post Malone,Better Now
18809,0.503,0.741,-5.128,0.047,0.579,1.49e-06,0.0712,0.458,88.335,4keoy2fqgwGnbWlm3ZVZFa,207030,Zedd,Happy Now
18810,0.747,0.834,-2.867,0.045,0.374,0.0,0.0586,0.687,128.005,4kWO6O1BUXcZmaxitpVUwp,215760,Tiësto,Jackie Chan
18811,0.514,0.73,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,0VjIjW4GlUZAMYd2vXMi3b,200040,The Weeknd,Blinding Lights
18820,0.588,0.67,-6.439,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,5N4erncE7kuUccm7zEmwzk,238173,Silk City,Electricity (with Dua Lipa)
18824,0.851,0.541,-6.825,0.0505,0.568,0.0,0.13,0.448,124.959,7fa9MBXhVfQ8P8Df9OEbD8,235545,Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version
18825,0.69,0.784,-4.653,0.032,0.323,0.0,0.203,0.669,106.066,3u1S1OmAUhx5DRlLrXqyp3,194408,Jonas Blue,Rise
18826,0.704,0.611,-6.112,0.0409,0.217,0.0,0.0812,0.22,100.0,2FY7b99s15jUprqC0M5NCT,189467,Imagine Dragons,Natural
18827,0.596,0.854,-5.114,0.463,0.0169,0.0,0.124,0.152,120.274,2iUXsYOEPhVqEBwsqP70rE,203418,5 Seconds of Summer,Youngblood
18828,0.6,0.683,-6.271,0.0493,0.0984,1.26e-06,0.11,0.494,102.036,514rhnksEwHUh6LxXsQ4Y9,210240,Selena Gomez,Back To You
18829,0.553,0.586,-6.319,0.0362,0.697,0.0,0.0813,0.443,126.684,3EPXxR3ImUwfayaurPi3cm,196373,Dean Lewis,Be Alright
18830,0.708,0.648,-5.626,0.0449,0.0956,0.0,0.134,0.338,143.955,45Egmo7icyopuzJN0oMEdk,201707,Khalid,Love Lies (with Normani)
18831,0.735,0.677,-4.979,0.093,0.0762,2.17e-05,0.111,0.188,100.584,77UjLW8j5UAGAGVGhR5oUK,211440,The Weeknd,Pray For Me (with Kendrick Lamar)
18832,0.699,0.713,-5.507,0.0594,0.04,3.11e-06,0.294,0.354,121.993,2qT1uLXPVPzGgFOx4jtEuo,205920,Ariana Grande,no tears left to cry
18833,0.622,0.712,-7.321,0.066,0.0573,0.0,0.13,0.487,140.025,2QZ7WLBE8h2y1Y5Fb8RYbH,211360,Shawn Mendes,In My Blood
18837,0.626,0.88,-2.384,0.0504,0.205,0.0,0.128,0.534,95.079,08bNPGLD8AhKpnnERrAc6G,202621,Marshmello,FRIENDS
18838,0.513,0.661,-6.419,0.24,0.161,0.0,0.246,0.179,94.791,07FkzikE6FuHIa8Ma7zJGc,209213,NF,Lie
18839,0.637,0.713,-4.333,0.0747,0.181,0.000637,0.137,0.243,129.923,4eWQlBRaTjPPUlzacqEeoQ,226973,Camila Cabello,Never Be the Same
18840,0.836,0.552,-5.66,0.0851,0.0433,0.0,0.0773,0.525,97.036,5fHNot2sHBsTUMqaGQlksX,218173,Dua Lipa,IDGAF
18841,0.701,0.458,-7.749,0.0836,0.00407,0.000151,0.045,0.482,102.967,4NiehSBQthimPzRsVeOgCT,204727,Troye Sivan,My My My!
18842,0.75,0.404,-10.178,0.0682,0.216,0.000357,0.0911,0.0499,95.045,6NFyWDv5CjfwuzoCkw47Xf,232253,Taylor Swift,Delicate
18843,0.572,0.385,-6.362,0.0308,0.371,0.0,0.231,0.323,95.799,2VxeLyX666F8uXCJ0dZF8B,215733,Lady Gaga,Shallow
18844,0.601,0.794,-5.844,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,27rdGxbavYJeBphck5MZAF,217467,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus)
18848,0.575,0.571,-7.906,0.0439,0.0558,0.0,0.0912,0.449,105.049,4NBTZtAt1F13VvlSKe6KTl,197947,The Chainsmokers,This Feeling
18849,0.511,0.566,-7.23,0.2,0.349,0.0,0.34,0.218,83.903,285pBltuF7vW8TeWk8hdRR,239836,Juice WRLD,Lucid Dreams
18853,0.552,0.76,-4.706,0.342,0.0733,0.0,0.0865,0.639,135.702,5WvAo7DNuPRmk4APhdPzi8,260000,DJ Khaled,No Brainer
18854,0.755,0.769,-5.658,0.186,0.314,2.38e-06,0.0628,0.642,114.966,6qNALlmZa1ESnCxJmXE1K9,186080,Charlie Puth,The Way I Am
18855,0.72,0.706,-4.719,0.0473,0.0684,0.0,0.166,0.62,133.002,7DnAm9FOTWE3cUvso43HhI,187436,Ava Max,Sweet but Psycho
18856,0.842,0.734,-5.065,0.0588,0.0427,0.0,0.106,0.952,137.958,22vgEDb5hykfaTwLuskFGD,181027,Jonas Brothers,Sucker
18857,0.878,0.619,-5.56,0.102,0.0533,0.0,0.113,0.639,136.041,2YpeDb67231RjR0MgVLzsG,157067,Lil Nas X,Old Town Road - Remix
18861,0.778,0.317,-10.732,0.334,0.592,0.0,0.0881,0.327,140.048,6ocbgoVGwYJhOv1GgI9NsF,178627,Ariana Grande,7 rings
18862,0.701,0.425,-10.965,0.375,0.328,0.13,0.1,0.562,135.128,2Fxmhks0bxGSBdJ92vM42m,194088,Billie Eilish,bad guy
18863,0.759,0.54,-6.039,0.0287,0.037,0.0,0.0945,0.75,116.947,0TK2YIli7K1leLovkQiNik,190960,Shawn Mendes,Señorita
18864,0.715,0.624,-3.046,0.114,0.11,0.0,0.123,0.412,158.087,3HWzoMvoF3TQfYg4UPszDq,173325,Lizzo,Truth Hurts
18865,0.695,0.762,-3.497,0.0395,0.192,0.00244,0.0863,0.553,120.042,21jGcNKet2qwijlDFuPiPb,215280,Post Malone,Circles
18866,0.741,0.52,-7.513,0.0656,0.45,1.97e-06,0.222,0.347,102.998,6Qs4SXO9dwPj5GKvVOv8Ki,171030,Sam Smith,Dancing With A Stranger (with Normani)
18867,0.798,0.675,-5.041,0.0442,0.0912,0.0,0.0894,0.842,101.956,3HVWdVOQ0ZA45FuZGSfvns,219947,Ed Sheeran,I Don't Care (with Justin Bieber)
18868,0.726,0.554,-5.29,0.0917,0.0421,0.0,0.106,0.335,169.999,4kV4N9D1iKVxx1KLvtTpjS,190440,Ariana Grande,"break up with your girlfriend, i'm bored"
18872,0.9,0.4,-8.575,0.127,0.0516,0.0,0.0599,0.346,135.984,6TqXcAFInzjp0bODyvrWEq,197573,Khalid,Talk (feat. Disclosure)
18876,0.579,0.904,-2.729,0.0618,0.193,0.0,0.064,0.681,82.014,1rqqCSm0Qe4I9rUvWncaom,190947,Panic! At The Disco,High Hopes
18877,0.674,0.881,-2.853,0.147,0.296,3.01e-06,0.0793,0.234,98.994,5WHTFyqSii0lmT9R21abT8,178480,Mabel,Don't Call Me Up
18878,0.704,0.225,-14.454,0.0994,0.902,0.657,0.106,0.243,120.006,3ZCTVFBt2Brf31RLEnCkWJ,245426,Billie Eilish,everything i wanted
18879,0.829,0.539,-7.359,0.208,0.136,1.78e-06,0.103,0.388,99.96,7xQAfvXzm3AkraOtGPWIZg,149547,Post Malone,Wow.
18880,0.501,0.405,-5.679,0.0319,0.751,0.0,0.105,0.446,109.891,7qEHsqek33rTcFNT9PFqLf,182161,Lewis Capaldi,Someone You Loved
18881,0.771,0.671,-5.617,0.0553,0.00929,0.0,0.0637,0.714,85.026,6RRNNciQGZEXnqk8SQ9yv5,171360,Taylor Swift,You Need To Calm Down
18882,0.64,0.648,-8.113,0.187,0.124,0.0,0.0802,0.548,92.977,4evmHXcjt3bTUHD1cvny97,197867,Ed Sheeran,Beautiful People (feat. Khalid)
18883,0.598,0.427,-8.764,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,3eekarcy7kvN4yt5ZFzltW,175721,Travis Scott,HIGHEST IN THE ROOM
18884,0.692,0.809,-4.198,0.0602,0.524,0.0,0.147,0.864,123.911,6LsAAHotRLMOHfCsSfYCsz,190800,Shawn Mendes,If I Can't Have You
18885,0.477,0.682,-4.931,0.0925,0.153,0.0,0.0763,0.345,110.567,6b2RcmUt1g9N9mQ3CbjX2Y,202205,Sam Smith,How Do You Sleep?
18886,0.576,0.736,-7.572,0.224,0.178,0.0,0.238,0.484,101.928,4vjpLMyL3ZO6aphdYr8XYw,162587,Lauv,i'm so tired...
18887,0.359,0.543,-7.582,0.0919,0.492,1.58e-05,0.118,0.453,68.534,1dGr1c8CrMLDpV6mPbImSI,221307,Taylor Swift,Lover
18891,0.659,0.625,-2.253,0.045,0.0644,0.0,0.582,0.442,88.042,4hPpVbbakQNv8YTHYaOJP4,181824,Marshmello,One Thing Right
18892,0.77,0.882,-4.792,0.0602,0.194,0.0,0.316,0.385,99.991,5PYQUBXc7NYeI1obMKSJK0,223523,Katy Perry,Never Really Over
18896,0.775,0.327,-7.241,0.0557,0.841,0.0,0.0821,0.595,91.05,4cktbXiXOapiLBMprHFErI,189486,Maroon 5,Memories
18897,0.795,0.496,-5.883,0.0722,0.108,0.0,0.0645,0.874,94.01,0DiDStADDVh3SvAsoJAFMk,183000,Jonas Brothers,Only Human
18898,0.488,0.343,-8.985,0.0436,0.556,0.0,0.21,0.0978,102.819,4l0Mvzj72xxOpRrp6h8nHi,206459,Selena Gomez,Lose You To Love Me
18902,0.652,0.453,-6.119,0.0445,0.0507,0.0,0.179,0.432,88.039,7DHApOHsIFo7EyfieArYGE,177391,P!nk,Walk Me Home
18903,0.657,0.768,-4.628,0.0507,0.108,0.0,0.144,0.759,75.025,6kls8cSlUyHW2BUOkDJIZE,186223,Ellie Goulding,Hate Me (with Juice WRLD)
18904,0.682,0.919,-3.18,0.0875,0.256,0.0,0.442,0.535,95.982,6KgBpzTuTRPebChN0VTyzV,159736,Lizzo,Good as Hell
18908,0.759,0.605,-7.737,0.0433,0.156,0.0,0.694,0.64,121.049,0mjAU3yKR1QnXnHtjGJqTM,158900,OneRepublic,Rescue Me
18909,0.621,0.601,-5.616,0.148,0.0522,0.0,0.46,0.457,116.735,696DnlkuDOXcMAnKlTgXXK,163636,Arizona Zervas,ROXANNE
18910,0.562,0.46,-4.173,0.259,0.476,0.0,0.107,0.623,176.055,2bjUEg4jBtKBlPdNrTAppI,158099,5 Seconds of Summer,Easier
18911,0.785,0.431,-8.756,0.0364,0.123,0.0,0.0887,0.236,127.085,0Aqi7ArnBrGblW5T6p2jmD,159382,Trevor Daniel,Falling
18912,0.782,0.559,-7.106,0.0767,0.125,0.0,0.385,0.685,129.992,6jRq8gaZhMUyy5RclRPcAf,188344,blackbear,hot girl bummer
18913,0.794,0.793,-4.521,0.0842,0.0125,0.0,0.0952,0.677,123.941,6WrI0LAC5M1Rw2MnX2ZvEg,183290,Dua Lipa,Don't Start Now
18914,0.652,0.557,-5.714,0.0318,0.74,0.0,0.124,0.483,150.073,2qxmye6gAegTMjLKEBoR3d,169354,Alec Benjamin,Let Me Down Slowly
18915,0.696,0.454,-6.756,0.153,0.123,0.0,0.155,0.136,92.928,6XHVuErjQ4XNm6nDPVCxVX,260640,Chris Brown,No Guidance (feat. Drake)
18919,0.577,0.833,-3.337,0.0695,0.0137,0.0,0.121,0.58,107.936,22oEJW6r2rMb9z4IntfyEa,169667,Panic! At The Disco,"Hey Look Ma, I Made It"
18920,0.844,0.644,-6.273,0.0479,0.0828,0.0,0.113,0.591,122.061,0Rx0DJI556Ix5gBny6EWmn,169038,Bazzi,Paradise
18924,0.811,0.553,-6.644,0.0552,0.317,0.0,0.105,0.86,148.014,364dI1bYnvamSnBJ8JcNzN,212869,Justin Bieber,Intentions
